Meter_ID,Dwelling_Type,Num_Occupants,House_Area_sqft,Connected_Load_kW,Meter_Age_Years,Date,Temperature_C,Humidity_pct,Grid_Outage_Hours,Appliance_Score,Anomaly_Type,Meter_Bypass_Signal,Has_Solar_Panel,Voltage_V,Power_Factor,Expected_Energy_kWh,Actual_Energy_kWh,Peak_Hour_Usage_kWh,Off_Peak_Usage_kWh
IN-KL-ELC-41214719,Commercial,5,2777,10.0,12,06-05-2023,34.06,57.34,0.0,1.0,2,0,0,221.8,0.81,,31.32 kWh,17.96 kWh,11.22 kWh
IN-KL-ELC-55620931,Commercial,4,2890,8.05,7,19-03-2022,29.14,64.47,2.79,19.0,0,0,0,224.9,0.87,12.45 kWh,22.84 kWh,12.69 kWh,8.20 kWh
IN-KL-ELC-22639731,Villa,4,3175,8.23,19,31-03-2023,33.22,60.0,0.0,15.0,1,1,1,219.95,0.77,37.30 kWh,92.95 kWh,50.43 kWh,32.07 kWh
IN-KL-ELC-78502806,Commercial,1,4676,13.95,10,26-02-2022,29.99,61.59,0.0,10.0,0,0,0,224.82,0.89,10.69 kWh,15.39 kWh,8.79 kWh,3.69 kWh
IN-KL-ELC-11783847,Independent House,4,2630,7.56,3,04-10-2022,26.55,47.66,5.18,20.0,1,1,0,214.18,0.72,37.69 kWh,70.60 kWh,41.24 kWh,19.82 kWh
IN-KL-ELC-89809441,Villa,3,2310,7.61,9,31-12-2023,27.04,68.58,3.01,7.0,0,0,0,225.73,0.87,26.66 kWh,32.82 kWh,17.20 kWh,11.70 kWh
IN-KL-ELC-10679043,Independent House,5,2988,9.63,13,17-10-2023,22.87,55.72,2.2,7.0,0,0,1,231.57,0.94,-56.69 kWh,1.30 kWh,0.72 kWh,0.44 kWh
IN-KL-ELC-37176570,Commercial,2,2153,6.04,12,23-09-2022,27.84,93.0,0.0,17.0,0,0,0,231.15,0.87,30.24 kWh,52.78 kWh,27.58 kWh,18.25 kWh
IN-KL-ELC-94181392,Independent House,6,2777,9.01,2,01-04-2023,31.54,56.16,0.0,20.0,3,0,1,234.45,0.82,-18.07 kWh,29.49 kWh,16.92 kWh,9.27 kWh
IN-KL-ELC-79945266,Independent House,1,1373,3.09,2,21-07-2022,29.73,92.02,0.0,25.0,0,0,0,222.01,0.97,38.00 kWh,51.71 kWh,33.50 kWh,14.72 kWh
IN-KL-ELC-00464004,Independent House,1,2008,8.75,14,29-04-2022,31.15,59.2,0.0,7.0,4,0,0,232.18,0.7,24.03 kWh,106.12 kWh,63.71 kWh,25.91 kWh
IN-KL-ELC-70977316,Commercial,7,4314,11.55,6,19-06-2023,30.83,84.61,4.58,5.0,0,0,0,233.91,0.93,38.75 kWh,85.18 kWh,49.73 kWh,23.02 kWh
IN-KL-ELC-40458402,Independent House,6,3038,10.52,7,09-10-2023,25.03,60.68,0.0,16.0,3,0,1,227.2,0.95,11.23 kWh,32.00 kWh,18.49 kWh,10.14 kWh
IN-KL-ELC-95697713,Villa,8,3570,8.21,1,02-03-2022,31.71,66.22,0.0,19.0,3,0,1,227.03,0.81,-25.15 kWh,11.11 kWh,6.20 kWh,3.35 kWh
IN-KL-ELC-03266402,Villa,8,2156,5.77,18,30-09-2023,29.43,78.8,0.0,19.0,0,0,1,222.93,0.87,36.44 kWh,68.32 kWh,40.07 kWh,18.79 kWh
IN-KL-ELC-19217591,Villa,2,2663,7.4,12,31-03-2023,36.28,75.09,0.0,2.0,2,0,0,200.93,0.8,22.41 kWh,47.34 kWh,30.28 kWh,12.45 kWh
IN-KL-ELC-00164109,Independent House,8,3324,11.89,18,29-11-2023,27.33,59.16,0.0,7.0,3,0,1,224.28,0.82,-5.90 kWh,19.01 kWh,11.13 kWh,5.76 kWh
IN-KL-ELC-23689071,Commercial,7,2737,8.18,14,26-08-2022,24.78,89.35,0.0,8.0,0,0,0,234.49,0.98,37.30 kWh,44.89 kWh,25.48 kWh,14.78 kWh
IN-KL-ELC-86666699,Commercial,6,3256,8.68,19,27-07-2023,28.54,93.49,0.0,15.0,1,1,0,223.48,0.72,39.02 kWh,127.32 kWh,73.02 kWh,44.74 kWh
IN-KL-ELC-36474776,Apartment,6,461,1.5,7,29-06-2022,27.83,88.64,1.56,22.0,1,1,0,220.24,0.81,10.95 kWh,23.55 kWh,15.89 kWh,6.23 kWh
IN-KL-ELC-78881540,Commercial,2,1218,5.28,19,22-02-2023,23.17,60.64,0.0,6.0,0,0,1,227.88,0.76,42.77 kWh,88.82 kWh,50.27 kWh,24.74 kWh
IN-KL-ELC-27209162,Apartment,8,4667,13.33,15,30-08-2022,29.35,80.01,0.0,4.0,0,0,0,223.43,0.83,53.72 kWh,102.68 kWh,55.39 kWh,28.18 kWh
IN-KL-ELC-48979580,Apartment,6,1199,5.43,16,06-01-2023,23.93,50.96,0.0,13.0,1,1,0,230.27,0.79,9.51 kWh,73.68 kWh,46.24 kWh,20.82 kWh
IN-KL-ELC-37944452,Villa,2,4518,13.07,2,08-04-2022,31.24,72.92,0.0,24.0,0,0,0,234.52,0.81,,59.77 kWh,35.89 kWh,17.89 kWh
IN-KL-ELC-16203305,Villa,5,2658,7.37,17,11-08-2022,29.37,77.94,5.45,24.0,0,0,1,221.26,0.95,46.64 kWh,72.58 kWh,41.23 kWh,18.44 kWh
IN-KL-ELC-96886751,Commercial,6,4819,14.22,3,14-01-2023,22.0,50.22,0.0,1.0,3,0,1,216.53,0.85,18.55 kWh,63.85 kWh,35.92 kWh,16.92 kWh
IN-KL-ELC-24201943,Independent House,4,1108,4.33,14,23-08-2022,25.83,79.47,1.54,18.0,2,0,1,245.49,0.86,21.09 kWh,46.30 kWh,26.82 kWh,15.13 kWh
IN-KL-ELC-54706505,Apartment,7,4618,14.22,7,21-10-2022,26.42,61.16,2.12,23.0,0,0,0,230.31,0.84,43.13 kWh,75.11 kWh,0.0 kWh,23.80 kWh
IN-KL-ELC-00253603,Commercial,1,1239,6.57,19,03-07-2023,27.62,82.08,0.0,19.0,3,0,1,228.08,0.82,-26.82 kWh,65.74 kWh,34.14 kWh,19.93 kWh
IN-KL-ELC-22897064,Villa,7,4447,13.05,17,17-07-2023,24.64,91.08,7.68,3.0,0,0,0,226.27,0.85,11.10 kWh,19.01 kWh,12.05 kWh,5.43 kWh
IN-KL-ELC-72554179,Commercial,8,2741,10.71,7,05-03-2023,33.41,67.22,0.0,1.0,0,0,1,229.83,0.81,-10.24 kWh,2.19 kWh,1.26 kWh,0.76 kWh
IN-KL-ELC-78766604,Commercial,4,2516,6.81,9,19-05-2022,30.86,69.24,6.22,17.0,2,0,1,218.27,0.65,24.55 kWh,46.25 kWh,27.86 kWh,14.84 kWh
IN-KL-ELC-62242810,Commercial,3,2796,7.65,6,28-10-2022,27.42,63.88,0.0,14.0,0,0,0,231.8,0.93,58.82 kWh,67.05 kWh,36.71 kWh,22.43 kWh
IN-KL-ELC-70420718,Apartment,4,4757,11.99,15,29-12-2022,26.92,55.49,1.8,8.0,2,0,0,254.36,0.82,45.99 kWh,80.13 kWh,43.19 kWh,23.16 kWh
IN-KL-ELC-99756549,Villa,8,3686,10.08,13,18-03-2022,37.6,60.34,0.0,21.0,4,0,1,230.31,0.78,21.29 kWh,80.00 kWh,44.11 kWh,29.63 kWh
IN-KL-ELC-29549535,Independent House,6,3647,8.89,1,21-07-2023,28.26,90.82,4.57,24.0,0,0,1,229.01,0.85,-26.65 kWh,1.29 kWh,0.75 kWh,0.35 kWh
IN-KL-ELC-11471761,Apartment,1,4136,10.88,18,04-12-2023,29.67,64.06,0.0,17.0,0,0,0,237.4,0.76,36.08 kWh,71.81 kWh,33.83 kWh,24.21 kWh
IN-KL-ELC-81395005,Apartment,2,2324,7.3,19,26-01-2022,25.35,50.7,3.99,21.0,3,0,1,231.97,0.9,-11.61 kWh,50.18 kWh,27.04 kWh,15.93 kWh
IN-KL-ELC-03578426,Apartment,2,517,1.5,10,23-10-2022,29.07,52.2,0.0,2.0,2,0,0,218.64,0.82,53.84 kWh,100.00 kWh,47.85 kWh,34.48 kWh
IN-KL-ELC-70926525,Commercial,3,1731,4.18,10,15-06-2023,28.58,88.19,3.84,25.0,3,0,1,234.42,0.95,-13.54 kWh,28.64 kWh,16.14 kWh,9.89 kWh
IN-KL-ELC-67157848,Commercial,4,3138,7.79,5,14-06-2022,30.28,83.11,5.0,20.0,0,0,0,224.09,0.9,50.09 kWh,108.14 kWh,64.57 kWh,25.68 kWh
IN-KL-ELC-91905293,Apartment,5,1774,5.57,2,09-07-2023,26.5,93.73,6.42,21.0,0,0,0,231.64,0.8,55.07 kWh,64.49 kWh,36.51 kWh,20.27 kWh
IN-KL-ELC-79736622,Commercial,5,486,8.13,1,12-04-2022,32.0,65.58,5.26,1.0,4,0,0,224.2,0.73,56.78 kWh,186.01 kWh,115.26 kWh,47.97 kWh
IN-KL-ELC-95837425,Apartment,1,3864,11.33,13,28-06-2022,24.32,85.99,0.0,24.0,0,0,0,226.74,0.87,55.27 kWh,86.46 kWh,57.13 kWh,23.26 kWh
IN-KL-ELC-51327755,Apartment,8,3323,10.68,1,27-05-2022,36.52,67.81,0.0,18.0,0,0,0,227.67,0.88,42.78 kWh,97.28 kWh,60.37 kWh,24.25 kWh
IN-KL-ELC-98208175,Villa,5,939,4.53,3,10-09-2022,26.11,86.38,0.0,17.0,0,0,0,237.7,0.82,10.81 kWh,19.27 kWh,11.13 kWh,6.70 kWh
IN-KL-ELC-14392721,Independent House,5,4117,11.51,13,12-07-2022,28.96,85.5,0.0,17.0,3,0,1,232.81,0.97,-9.30 kWh,24.04 kWh,13.51 kWh,8.64 kWh
IN-KL-ELC-98524442,Villa,5,3389,11.18,17,24-06-2023,26.52,77.07,4.34,18.0,1,1,0,218.9,0.82,8.06 kWh,101.25 kWh,55.67 kWh,33.24 kWh
IN-KL-ELC-52286002,Independent House,5,1475,2.85,11,16-03-2022,34.18,69.04,0.0,18.0,0,0,1,234.62,0.78,-26.14 kWh,2.93 kWh,1.72 kWh,0.82 kWh
IN-KL-ELC-52954026,Independent House,3,2455,6.6,19,19-01-2022,22.13,65.69,0.0,23.0,1,1,0,222.04,0.78,36.25 kWh,59.55 kWh,29.62 kWh,18.87 kWh
IN-KL-ELC-47284011,Villa,6,912,3.63,10,21-03-2023,33.56,78.82,0.0,8.0,3,0,1,232.74,0.89,-7.41 kWh,44.57 kWh,25.40 kWh,15.12 kWh
IN-KL-ELC-93967928,Apartment,6,1519,5.34,15,05-09-2022,27.26,95.0,0.0,18.0,1,1,1,233.52,0.71,25.40 kWh,75.85 kWh,40.75 kWh,24.57 kWh
IN-KL-ELC-17481061,Villa,4,516,3.04,1,20-07-2023,27.44,82.15,0.0,11.0,1,1,0,221.17,0.76,9.53 kWh,22.94 kWh,12.94 kWh,6.91 kWh
IN-KL-ELC-44470459,Independent House,5,4204,14.32,7,18-11-2023,29.8,63.09,0.0,20.0,0,0,0,223.2,0.94,52.84 kWh,61.50 kWh,35.52 kWh,14.67 kWh
IN-KL-ELC-14957394,Villa,3,3228,10.8,13,08-03-2022,36.86,58.18,0.0,25.0,3,0,1,228.14,0.86,-11.46 kWh,35.16 kWh,18.50 kWh,12.58 kWh
IN-KL-ELC-81647844,Villa,4,2166,8.25,13,22-04-2022,29.22,60.21,1.2,1.0,4,0,0,232.15,0.69,53.13 kWh,200.00 kWh,123.42 kWh,54.69 kWh
IN-KL-ELC-79357142,Commercial,6,4846,14.26,11,19-02-2023,25.75,49.63,0.0,24.0,1,1,0,225.47,0.77,31.12 kWh,126.75 kWh,81.52 kWh,38.28 kWh
IN-KL-ELC-19942270,Commercial,4,4452,11.88,16,17-09-2023,31.73,76.83,0.0,9.0,3,0,1,226.83,0.89,-19.47 kWh,13.50 kWh,8.43 kWh,3.30 kWh
IN-KL-ELC-71813535,Independent House,5,656,1.79,16,17-08-2023,32.32,88.75,0.0,20.0,3,0,1,224.29,0.82,6.46 kWh,50.71 kWh,30.32 kWh,15.41 kWh
IN-KL-ELC-53869188,Apartment,1,4213,13.93,19,18-11-2023,25.97,59.1,0.0,8.0,3,0,1,235.71,0.88,-22.38 kWh,50.19 kWh,25.63 kWh,16.09 kWh
IN-KL-ELC-15741152,Independent House,2,4396,12.48,8,29-08-2023,31.15,90.02,6.9,2.0,1,0,0,214.07,0.8,43.60 kWh,134.58 kWh,76.12 kWh,39.08 kWh
IN-KL-ELC-03354982,Independent House,5,2014,13.54,3,18-10-2023,22.97,48.32,0.0,12.0,4,0,0,222.03,0.73,50.00 kWh,161.26 kWh,88.18 kWh,43.67 kWh
IN-KL-ELC-50484796,Villa,6,1588,5.87,18,04-10-2023,23.17,61.58,0.0,4.0,2,0,0,223.26,0.76,40.46 kWh,79.93 kWh,44.58 kWh,30.84 kWh
IN-KL-ELC-11009159,Villa,5,4821,13.13,12,26-07-2023,30.52,77.88,0.0,21.0,2,0,0,221.8,0.72,45.19 kWh,100.00 kWh,49.70 kWh,34.15 kWh
IN-KL-ELC-79757501,Villa,7,997,2.48,18,16-10-2022,23.17,47.66,0.0,9.0,0,0,1,225.24,0.8,12.09 kWh,22.73 kWh,13.63 kWh,7.01 kWh
IN-KL-ELC-54751690,Independent House,7,1012,2.7,10,27-04-2022,34.19,64.13,0.0,19.0,3,0,1,223.19,0.78,-25.58 kWh,49.54 kWh,30.24 kWh,14.20 kWh
IN-KL-ELC-39043896,Villa,4,4633,14.78,14,20-05-2022,32.65,55.79,0.0,15.0,0,0,0,222.79,0.86,34.70 kWh,82.61 kWh,44.23 kWh,27.20 kWh
IN-KL-ELC-97117135,Apartment,1,4020,11.73,10,02-05-2023,32.43,75.83,0.0,6.0,0,0,0,236.24,0.88,56.63 kWh,142.45 kWh,76.10 kWh,38.00 kWh
IN-KL-ELC-46048559,Independent House,3,2070,7.38,18,18-06-2022,31.91,79.72,0.0,18.0,0,0,0,230.03,0.87,56.03 kWh,90.55 kWh,45.56 kWh,32.52 kWh
IN-KL-ELC-68618525,Villa,8,2416,10.57,13,08-10-2022,23.68,49.9,7.86,16.0,4,0,0,229.87,0.7,38.93 kWh,172.21 kWh,96.06 kWh,52.17 kWh
IN-KL-ELC-19431770,Independent House,7,3627,11.76,5,11-03-2023,29.96,71.76,0.0,21.0,1,0,0,229.01,0.75,24.24 kWh,143.06 kWh,70.52 kWh,48.82 kWh
IN-KL-ELC-67068969,Independent House,8,3078,8.57,10,26-02-2022,27.42,45.57,0.0,5.0,1,1,0,232.49,0.71,11.36 kWh,75.48 kWh,38.68 kWh,27.29 kWh
IN-KL-ELC-91233769,Apartment,5,3504,10.79,4,20-08-2022,27.94,87.13,0.0,2.0,0,0,0,228.09,0.78,21.71 kWh,32.22 kWh,18.61 kWh,9.43 kWh
IN-KL-ELC-48715250,Commercial,1,2363,8.11,11,01-07-2022,29.64,86.12,0.67,17.0,0,0,1,230.39,0.79,-28.44 kWh,1.89 kWh,1.19 kWh,0.47 kWh
IN-KL-ELC-51900771,Apartment,5,3124,10.02,10,31-08-2022,29.67,86.65,2.81,23.0,0,0,0,223.81,0.85,31.30 kWh,41.09 kWh,24.73 kWh,13.10 kWh
IN-KL-ELC-83102563,Apartment,8,4728,14.64,16,02-12-2022,24.81,58.52,0.0,10.0,1,1,0,221.47,0.69,10.14 kWh,122.16 kWh,71.18 kWh,37.42 kWh
IN-KL-ELC-20413780,Apartment,6,3902,11.53,14,22-01-2022,22.48,55.39,0.0,2.0,3,0,1,223.7,0.91,-6.50 kWh,9.74 kWh,6.17 kWh,2.50 kWh
IN-KL-ELC-12584064,Apartment,7,3149,9.51,13,20-09-2023,26.8,86.58,0.0,14.0,1,1,0,235.03,0.82,12.12 kWh,133.27 kWh,75.88 kWh,42.48 kWh
IN-KL-ELC-23468625,Independent House,2,758,2.36,12,18-10-2023,25.02,61.77,0.0,13.0,0,0,0,232.18,0.95,25.51 kWh,27.74 kWh,17.41 kWh,7.86 kWh
IN-KL-ELC-81079560,Commercial,7,4621,15.0,6,05-02-2022,24.31,52.35,0.0,22.0,0,0,1,233.08,0.9,-54.16 kWh,1.34 kWh,0.72 kWh,0.46 kWh
IN-KL-ELC-47010676,Commercial,1,1633,5.54,4,26-03-2022,33.43,71.63,4.27,2.0,0,0,1,227.6,0.83,31.38 kWh,76.90 kWh,49.56 kWh,19.67 kWh
IN-KL-ELC-38580196,Independent House,4,1692,5.68,6,31-08-2022,27.18,90.59,0.0,23.0,0,0,1,223.76,0.87,54.05 kWh,92.45 kWh,49.24 kWh,30.62 kWh
IN-KL-ELC-64246768,Villa,2,3229,10.12,10,04-02-2022,29.54,52.98,0.0,21.0,2,0,0,226.88,0.76,38.54 kWh,97.23 kWh,54.18 kWh,27.11 kWh
IN-KL-ELC-16181936,Apartment,5,2763,10.78,5,12-06-2023,27.52,92.59,0.0,9.0,1,0,0,219.07,0.8,27.45 kWh,118.45 kWh,58.31 kWh,40.72 kWh
IN-KL-ELC-26685619,Commercial,5,1996,5.62,18,09-01-2022,28.85,66.67,2.15,3.0,1,1,1,218.26,0.77,41.67 kWh,83.04 kWh,44.46 kWh,22.04 kWh
IN-KL-ELC-89698275,Commercial,7,4704,15.0,13,09-10-2023,26.69,47.7,2.44,5.0,1,1,1,218.63,0.72,23.34 kWh,176.45 kWh,101.85 kWh,39.92 kWh
IN-KL-ELC-97420336,Independent House,5,751,1.95,6,07-12-2023,22.0,55.33,5.55,1.0,3,0,1,230.83,0.87,,44.86 kWh,24.04 kWh,13.80 kWh
IN-KL-ELC-94930256,Apartment,4,1926,14.23,1,10-02-2022,24.22,47.59,3.99,15.0,4,0,0,234.14,0.71,21.42 kWh,80.00 kWh,50.24 kWh,25.47 kWh
IN-KL-ELC-15428892,Villa,2,4150,12.52,13,11-09-2022,28.72,86.27,6.11,23.0,3,0,1,229.48,0.85,-8.47 kWh,9.08 kWh,4.84 kWh,3.49 kWh
IN-KL-ELC-94962818,Independent House,8,4168,14.9,18,09-01-2022,23.89,47.26,0.0,25.0,0,0,1,234.4,0.82,-37.40 kWh,1.83 kWh,1.19 kWh,0.54 kWh
IN-KL-ELC-06957706,Apartment,6,4013,9.19,1,30-07-2022,25.38,94.01,0.0,15.0,4,0,1,227.94,0.67,25.07 kWh,118.62 kWh,65.19 kWh,41.72 kWh
IN-KL-ELC-01244544,Independent House,7,3551,10.89,2,30-12-2022,29.61,61.77,0.0,18.0,4,0,0,226.97,0.66,46.65 kWh,185.03 kWh,115.36 kWh,45.59 kWh
IN-KL-ELC-66557878,Commercial,2,2818,6.65,12,25-01-2023,29.39,60.71,5.23,7.0,2,0,1,217.64,0.88,35.81 kWh,60.36 kWh,40.03 kWh,17.00 kWh
IN-KL-ELC-13924895,Independent House,8,656,2.52,17,20-05-2023,38.0,72.92,7.68,21.0,1,1,0,233.38,0.77,28.92 kWh,32.63 kWh,18.94 kWh,9.66 kWh
IN-KL-ELC-19489495,Independent House,3,2199,6.35,19,09-09-2023,24.07,78.63,5.43,11.0,1,1,0,221.78,0.71,43.91 kWh,79.93 kWh,46.88 kWh,26.91 kWh
IN-KL-ELC-60523996,Apartment,8,941,3.01,12,01-07-2023,28.25,85.32,0.0,3.0,0,0,0,230.23,0.97,19.50 kWh,43.26 kWh,26.76 kWh,10.93 kWh
IN-KL-ELC-79348896,Apartment,6,423,3.5,17,07-09-2023,24.43,87.77,3.41,14.0,0,0,0,226.29,0.87,39.55 kWh,67.52 kWh,36.83 kWh,23.94 kWh
IN-KL-ELC-96288280,Apartment,5,4193,12.99,17,19-02-2023,27.27,46.48,0.0,12.0,4,0,0,231.21,0.77,48.15 kWh,200.00 kWh,117.88 kWh,60.52 kWh
IN-KL-ELC-42084063,Villa,4,3466,11.7,11,14-06-2022,29.78,77.45,7.9,24.0,3,0,1,242.3,0.85,10.72 kWh,39.01 kWh,25.95 kWh,10.56 kWh
IN-KL-ELC-76176890,Commercial,6,2162,6.54,10,09-01-2023,27.55,47.63,0.0,21.0,0,0,1,239.69,0.96,42.54 kWh,46.74 kWh,29.14 kWh,14.30 kWh
IN-KL-ELC-45587883,Apartment,5,969,1.9,9,27-01-2022,22.41,57.22,0.0,18.0,0,0,1,224.87,0.86,46.34 kWh,76.40 kWh,43.99 kWh,23.18 kWh
IN-KL-ELC-19655820,Commercial,5,4639,14.74,3,30-01-2023,25.45,57.12,4.3,2.0,0,0,1,233.29,0.99,49.92 kWh,66.19 kWh,39.79 kWh,17.57 kWh
IN-KL-ELC-80244913,Independent House,2,772,1.5,14,31-05-2022,36.5,71.42,3.14,5.0,1,1,0,215.24,0.72,23.15 kWh,24.30 kWh,15.99 kWh,6.59 kWh
IN-KL-ELC-47538635,Commercial,7,4986,15.0,12,20-05-2022,32.79,78.68,0.0,24.0,3,0,1,230.79,0.82,-11.76 kWh,52.93 kWh,32.38 kWh,15.66 kWh
IN-KL-ELC-63590069,Apartment,1,559,1.84,16,11-08-2022,27.9,85.89,1.79,18.0,1,1,0,222.49,0.71,12.85 kWh,30.76 kWh,19.37 kWh,7.69 kWh
IN-KL-ELC-48161552,Commercial,5,1566,8.81,8,23-08-2023,31.4,77.6,0.0,5.0,4,0,0,222.22,0.78,22.90 kWh,95.72 kWh,52.33 kWh,36.60 kWh
IN-KL-ELC-50526894,Villa,5,4174,11.31,19,05-03-2022,37.26,75.96,0.0,6.0,0,0,0,231.33,0.92,45.95 kWh,123.91 kWh,70.14 kWh,36.75 kWh
IN-KL-ELC-54265883,Commercial,5,4694,14.08,9,14-02-2023,23.8,59.91,0.0,19.0,1,1,0,228.97,0.73,23.03 kWh,230.98 kWh,140.60 kWh,69.98 kWh
IN-KL-ELC-10488951,Commercial,6,721,4.45,12,01-05-2023,36.78,66.38,0.0,8.0,0,0,0,227.21,0.84,23.36 kWh,42.36 kWh,23.78 kWh,13.98 kWh
IN-KL-ELC-13887967,Independent House,7,3221,9.1,10,04-03-2022,37.88,58.02,0.0,24.0,4,0,0,236.36,0.66,33.28 kWh,181.46 kWh,105.90 kWh,48.00 kWh
IN-KL-ELC-48420712,Independent House,7,927,2.71,17,28-10-2022,27.01,66.27,0.0,1.0,3,0,1,223.94,0.95,-11.63 kWh,42.99 kWh,21.74 kWh,14.75 kWh
IN-KL-ELC-21078605,Villa,7,2669,5.83,7,09-07-2022,25.22,77.68,0.0,6.0,1,1,1,235.84,0.7,31.22 kWh,84.07 kWh,43.01 kWh,30.98 kWh
IN-KL-ELC-39003680,Villa,5,2413,11.27,3,05-08-2023,31.42,83.22,0.0,13.0,4,0,0,230.65,0.74,33.02 kWh,144.22 kWh,72.92 kWh,46.23 kWh
IN-KL-ELC-29016660,Commercial,3,1059,2.75,14,03-06-2023,28.99,75.86,0.0,16.0,2,0,0,220.09,0.8,14.44 kWh,32.20 kWh,20.56 kWh,9.76 kWh
IN-KL-ELC-03133211,Independent House,1,4281,14.09,19,17-04-2022,29.49,63.39,0.0,10.0,0,0,0,231.02,0.9,23.46 kWh,61.41 kWh,33.31 kWh,18.73 kWh
IN-KL-ELC-66810404,Independent House,2,1943,4.22,11,24-09-2023,29.62,75.35,1.29,6.0,1,1,1,227.36,0.74,41.26 kWh,43.91 kWh,28.16 kWh,11.23 kWh
IN-KL-ELC-77310849,Apartment,5,1609,5.46,6,15-09-2022,27.08,84.27,0.0,4.0,3,0,1,230.74,0.82,-13.48 kWh,48.13 kWh,26.62 kWh,12.73 kWh
IN-KL-ELC-11754423,Villa,6,1545,5.61,3,26-04-2022,31.29,62.63,0.0,9.0,3,0,1,232.1,0.92,-10.90 kWh,52.72 kWh,28.14 kWh,14.40 kWh
IN-KL-ELC-95891672,Villa,4,2065,6.65,17,03-11-2022,28.45,54.7,0.0,8.0,0,0,0,236.15,0.8,12.36 kWh,25.76 kWh,12.92 kWh,8.84 kWh
IN-KL-ELC-85997904,Commercial,4,1036,3.29,15,22-06-2022,25.37,88.36,6.46,19.0,3,0,1,232.24,0.83,-9.93 kWh,43.00 kWh,25.55 kWh,10.65 kWh
IN-KL-ELC-79538531,Apartment,5,2003,5.52,9,07-03-2022,29.41,58.61,7.57,8.0,0,0,0,231.97,0.92,45.88 kWh,102.10 kWh,56.56 kWh,26.18 kWh
IN-KL-ELC-29141426,Independent House,6,3458,8.66,8,01-08-2022,25.2,87.99,0.0,23.0,2,0,0,215.56,0.67,29.05 kWh,67.01 kWh,36.26 kWh,18.40 kWh
IN-KL-ELC-00574202,Commercial,4,1858,7.21,8,25-05-2022,37.61,66.07,0.0,20.0,1,1,0,228.65,0.85,8.17 kWh,63.54 kWh,33.39 kWh,20.17 kWh
IN-KL-ELC-00172036,Independent House,2,2621,8.63,18,22-08-2022,25.75,92.31,5.67,24.0,2,0,0,242.42,0.78,25.26 kWh,56.55 kWh,33.75 kWh,16.68 kWh
IN-KL-ELC-27057997,Apartment,4,469,1.71,13,25-07-2023,30.02,87.93,0.0,1.0,2,0,1,255.08,0.67,52.96 kWh,100.00 kWh,53.72 kWh,37.47 kWh
IN-KL-ELC-51575840,Apartment,5,1583,4.34,16,24-12-2022,24.22,46.79,3.81,15.0,1,1,0,219.8,0.7,23.75 kWh,65.39 kWh,35.30 kWh,18.42 kWh
IN-KL-ELC-58435658,Independent House,8,2255,8.54,14,14-11-2023,23.68,65.6,0.0,24.0,0,0,1,233.96,0.93,-7.09 kWh,1.72 kWh,1.00 kWh,0.52 kWh
IN-KL-ELC-74370053,Apartment,4,2507,11.59,15,22-02-2023,25.72,51.09,0.0,9.0,4,0,0,225.77,0.74,22.84 kWh,,64.65 kWh,43.32 kWh
IN-KL-ELC-31206052,Villa,6,1016,1.5,19,08-07-2023,29.15,83.62,2.83,17.0,0,0,0,230.58,0.88,45.91 kWh,80.03 kWh,50.17 kWh,24.83 kWh
IN-KL-ELC-15590661,Commercial,7,4367,12.09,12,10-11-2023,22.21,51.05,0.0,7.0,0,0,0,228.49,0.94,24.32 kWh,47.17 kWh,25.49 kWh,16.14 kWh
IN-KL-ELC-63923119,Apartment,7,2786,7.61,11,25-05-2022,31.25,76.3,0.0,23.0,0,0,1,233.7,0.99,30.33 kWh,53.85 kWh,33.15 kWh,14.06 kWh
IN-KL-ELC-12468877,Apartment,7,3466,11.1,12,27-12-2022,28.78,51.82,0.0,10.0,2,0,0,217.66,0.83,22.98 kWh,43.00 kWh,25.72 kWh,14.18 kWh
IN-KL-ELC-25288599,Apartment,3,4241,12.17,19,14-06-2023,26.02,84.94,6.63,22.0,0,0,0,232.04,0.9,32.77 kWh,58.05 kWh,32.21 kWh,15.63 kWh
IN-KL-ELC-44494354,Independent House,6,2455,7.6,7,13-09-2022,24.57,92.79,0.0,25.0,0,0,0,221.09,0.83,47.77 kWh,105.38 kWh,61.35 kWh,36.07 kWh
IN-KL-ELC-43866765,Commercial,3,495,1.5,11,17-03-2022,34.52,77.99,0.0,9.0,1,1,1,234.97,0.86,6.91 kWh,19.43 kWh,10.54 kWh,6.75 kWh
IN-KL-ELC-01748014,Commercial,1,2552,7.29,1,09-03-2023,35.26,72.93,0.0,18.0,0,0,0,230.2,0.98,38.77 kWh,120.26 kWh,75.49 kWh,31.80 kWh
IN-KL-ELC-25420481,Independent House,8,4393,11.72,16,18-12-2023,25.62,64.59,0.0,15.0,1,1,0,222.76,0.69,10.02 kWh,150.27 kWh,94.44 kWh,38.25 kWh
IN-KL-ELC-25306570,Apartment,8,4072,10.61,5,06-01-2023,28.96,54.01,0.0,23.0,1,1,0,238.61,0.86,23.76 kWh,164.81 kWh,101.93 kWh,42.42 kWh
IN-KL-ELC-49282339,Apartment,7,3426,9.12,10,05-09-2022,26.38,81.61,6.63,25.0,0,0,0,228.94,0.89,56.04 kWh,67.95 kWh,35.41 kWh,25.05 kWh
